year,age,population,sex
1989,0,370680,1
1989,0,354974,2
1989,1,379109,1
1989,1,362729,2
1989,2,397772,1
1989,2,381864,2
1989,3,387079,1
1989,3,374154,2
1989,4,399224,1
1989,4,383125,2
1989,5,403120,1
1989,5,390385,2
1989,6,374190,1
1989,6,361074,2
1989,7,361379,1
1989,7,349656,2
1989,8,374245,1
1989,8,360196,2
1989,9,366513,1
1989,9,353263,2
1989,10,365252,1
1989,10,353444,2
1989,11,358882,1
1989,11,348483,2
1989,12,374373,1
1989,12,363147,2
1989,13,369002,1
1989,13,359436,2
1989,14,367348,1
1989,14,357371,2
1989,15,372240,1
1989,15,354567,2
1989,16,386514,1
1989,16,368871,2
1989,17,377658,1
1989,17,355397,2
1989,18,350223,1
1989,18,343807,2
1989,19,321252,1
1989,19,318730,2
1989,20,328366,1
1989,20,327607,2
1989,21,331818,1
1989,21,325406,2
1989,22,340749,1
1989,22,335322,2
1989,23,332679,1
1989,23,329902,2
1989,24,350974,1
1989,24,349593,2
1989,25,373758,1
1989,25,375162,2
1989,26,386940,1
1989,26,390165,2
1989,27,395429,1
1989,27,397253,2
1989,28,412097,1
1989,28,417496,2
1989,29,401412,1
1989,29,407403,2
1989,30,403062,1
1989,30,410270,2
1989,31,391578,1
1989,31,398415,2
1989,32,383800,1
1989,32,394610,2
1989,33,367004,1
1989,33,378197,2
1989,34,378785,1
1989,34,393285,2
1989,35,353831,1
1989,35,368733,2
1989,36,367021,1
1989,36,383364,2
1989,37,364720,1
1989,37,378440,2
1989,38,362303,1
1989,38,381820,2
1989,39,378533,1
1989,39,403483,2
1989,40,331739,1
1989,40,353979,2
1989,41,287001,1
1989,41,308456,2
1989,42,284709,1
1989,42,309668,2
1989,43,181163,1
1989,43,202009,2
1989,44,210991,1
1989,44,237363,2
1989,45,198678,1
1989,45,222868,2
1989,46,246684,1
1989,46,281601,2
1989,47,337941,1
1989,47,381218,2
1989,48,342251,1
1989,48,390299,2
1989,49,378488,1
1989,49,440594,2
1989,50,405192,1
1989,50,475089,2
1989,51,428888,1
1989,51,490721,2
1989,52,352047,1
1989,52,405164,2
1989,53,302219,1
1989,53,341309,2
1989,54,237263,1
1989,54,266450,2
1989,55,201486,1
1989,55,236385,2
1989,56,248080,1
1989,56,307450,2
1989,57,259637,1
1989,57,316730,2
1989,58,312694,1
1989,58,398160,2
1989,59,294377,1
1989,59,380545,2
1989,60,309841,1
1989,60,415195,2
1989,61,289783,1
1989,61,392852,2
1989,62,252197,1
1989,62,396793,2
1989,63,222412,1
1989,63,379047,2
1989,64,200714,1
1989,64,374278,2
1989,65,176425,1
1989,65,337763,2
1989,66,144950,1
1989,66,307433,2
1989,67,131395,1
1989,67,265449,2
1989,68,108535,1
1989,68,226483,2
1989,69,102297,1
1989,69,219660,2
1989,70,104614,1
1989,70,231430,2
1989,71,64816,1
1989,71,145290,2
1989,72,68603,1
1989,72,163322,2
1989,73,81736,1
1989,73,193466,2
1989,74,100189,1
1989,74,260239,2
1989,75,91415,1
1989,75,222941,2
1989,76,93374,1
1989,76,252503,2
1989,77,76578,1
1989,77,190244,2
1989,78,73652,1
1989,78,208216,2
1989,79,59937,1
1989,79,156056,2
1990,0,352522,1
1990,0,335605,2
1990,1,380267,1
1990,1,362021,2
1990,2,379354,1
1990,2,362989,2
1990,3,398030,1
1990,3,382896,2
1990,4,386286,1
1990,4,374139,2
1990,5,397974,1
1990,5,382253,2
1990,6,404597,1
1990,6,391306,2
1990,7,374984,1
1990,7,361085,2
1990,8,362209,1
1990,8,350422,2
1990,9,374491,1
1990,9,360813,2
1990,10,366802,1
1990,10,353209,2
1990,11,364897,1
1990,11,353218,2
1990,12,358238,1
1990,12,348047,2
1990,13,374567,1
1990,13,363691,2
1990,14,368090,1
1990,14,359195,2
1990,15,370365,1
1990,15,359739,2
1990,16,373279,1
1990,16,356708,2
1990,17,388531,1
1990,17,372229,2
1990,18,370674,1
1990,18,353298,2
1990,19,346604,1
1990,19,342551,2
1990,20,324792,1
1990,20,319683,2
1990,21,327289,1
1990,21,328804,2
1990,22,335241,1
1990,22,326939,2
1990,23,339661,1
1990,23,335874,2
1990,24,331750,1
1990,24,331207,2
1990,25,351303,1
1990,25,351115,2
1990,26,373741,1
1990,26,377202,2
1990,27,386329,1
1990,27,391416,2
1990,28,394856,1
1990,28,399436,2
1990,29,411831,1
1990,29,415661,2
1990,30,402297,1
1990,30,411428,2
1990,31,396902,1
1990,31,405249,2
1990,32,390979,1
1990,32,399770,2
1990,33,381487,1
1990,33,394305,2
1990,34,364733,1
1990,34,377968,2
1990,35,376286,1
1990,35,391994,2
1990,36,349901,1
1990,36,366551,2
1990,37,368623,1
1990,37,386077,2
1990,38,363619,1
1990,38,379263,2
1990,39,361510,1
1990,39,382355,2
1990,40,380440,1
1990,40,406468,2
1990,41,320468,1
1990,41,344694,2
1990,42,287632,1
1990,42,311224,2
1990,43,274546,1
1990,43,302055,2
1990,44,179601,1
1990,44,201856,2
1990,45,214931,1
1990,45,241642,2
1990,46,194441,1
1990,46,219606,2
1990,47,254314,1
1990,47,289885,2
1990,48,329383,1
1990,48,375044,2
1990,49,342436,1
1990,49,392971,2
1990,50,375421,1
1990,50,441018,2
1990,51,400020,1
1990,51,472350,2
1990,52,424131,1
1990,52,488750,2
1990,53,344653,1
1990,53,400038,2
1990,54,297453,1
1990,54,338658,2
1990,55,227760,1
1990,55,259023,2
1990,56,197711,1
1990,56,234948,2
1990,57,246548,1
1990,57,308934,2
1990,58,261294,1
1990,58,322269,2
1990,59,296344,1
1990,59,381177,2
1990,60,292886,1
1990,60,383248,2
1990,61,301355,1
1990,61,410137,2
1990,62,281255,1
1990,62,386798,2
1990,63,243509,1
1990,63,390404,2
1990,64,214022,1
1990,64,372572,2
1990,65,194055,1
1990,65,369345,2
1990,66,166625,1
1990,66,326580,2
1990,67,138869,1
1990,67,301648,2
1990,68,125330,1
1990,68,258182,2
1990,69,103161,1
1990,69,219641,2
1990,70,100962,1
1990,70,227952,2
1990,71,89877,1
1990,71,192789,2
1990,72,64494,1
1990,72,153160,2
1990,73,64610,1
1990,73,157870,2
1990,74,76812,1
1990,74,186416,2
1990,75,93266,1
1990,75,249580,2
1990,76,84161,1
1990,76,209710,2
1990,77,85727,1
1990,77,238935,2
1990,78,69153,1
1990,78,187615,2
1990,79,67044,1
1990,79,170551,2
1991,0,333778,1
1991,0,317211,2
1991,1,352870,1
1991,1,336108,2
1991,2,380815,1
1991,2,362501,2
1991,3,380973,1
1991,3,364403,2
1991,4,399856,1
1991,4,384603,2
1991,5,388243,1
1991,5,375319,2
1991,6,399552,1
1991,6,383697,2
1991,7,406417,1
1991,7,392458,2
1991,8,376274,1
1991,8,361647,2
1991,9,363290,1
1991,9,351469,2
1991,10,375371,1
1991,10,361698,2
1991,11,366655,1
1991,11,353101,2
1991,12,364744,1
1991,12,353271,2
1991,13,357746,1
1991,13,347474,2
1991,14,374246,1
1991,14,363743,2
1991,15,370713,1
1991,15,361873,2
1991,16,370474,1
1991,16,360509,2
1991,17,373295,1
1991,17,359332,2
1991,18,380980,1
1991,18,370949,2
1991,19,365630,1
1991,19,353121,2
1991,20,347904,1
1991,20,344178,2
1991,21,327608,1
1991,21,320938,2
1991,22,328031,1
1991,22,329505,2
1991,23,334884,1
1991,23,327443,2
1991,24,338821,1
1991,24,336697,2
1991,25,331477,1
1991,25,332455,2
1991,26,350885,1
1991,26,351914,2
1991,27,372955,1
1991,27,377976,2
1991,28,385121,1
1991,28,391793,2
1991,29,394029,1
1991,29,400022,2
1991,30,411047,1
1991,30,416588,2
1991,31,400217,1
1991,31,411682,2
1991,32,395306,1
1991,32,405736,2
1991,33,388920,1
1991,33,399299,2
1991,34,380121,1
1991,34,394509,2
1991,35,362767,1
1991,35,377784,2
1991,36,374288,1
1991,36,391859,2
1991,37,347532,1
1991,37,366061,2
1991,38,366680,1
1991,38,385506,2
1991,39,361933,1
1991,39,379271,2
1991,40,359788,1
1991,40,382165,2
1991,41,378105,1
1991,41,405966,2
1991,42,318195,1
1991,42,344012,2
1991,43,285548,1
1991,43,310646,2
1991,44,272612,1
1991,44,301801,2
1991,45,178667,1
1991,45,201725,2
1991,46,213481,1
1991,46,241270,2
1991,47,192795,1
1991,47,219183,2
1991,48,251903,1
1991,48,289080,2
1991,49,326270,1
1991,49,374326,2
1991,50,338858,1
1991,50,392104,2
1991,51,370975,1
1991,51,439450,2
1991,52,394807,1
1991,52,470134,2
1991,53,418136,1
1991,53,486483,2
1991,54,339568,1
1991,54,397967,2
1991,55,292512,1
1991,55,336935,2
1991,56,223704,1
1991,56,257476,2
1991,57,193666,1
1991,57,232738,2
1991,58,241037,1
1991,58,305978,2
1991,59,255486,1
1991,59,318779,2
1991,60,289975,1
1991,60,378497,2
1991,61,284799,1
1991,61,378214,2
1991,62,292726,1
1991,62,404468,2
1991,63,272791,1
1991,63,381250,2
1991,64,235181,1
1991,64,384081,2
1991,65,206176,1
1991,65,366123,2
1991,66,186403,1
1991,66,361951,2
1991,67,159570,1
1991,67,319453,2
1991,68,132673,1
1991,68,294555,2
1991,69,119385,1
1991,69,251871,2
1991,70,97838,1
1991,70,213251,2
1991,71,95210,1
1991,71,219843,2
1991,72,84645,1
1991,72,187088,2
1991,73,60080,1
1991,73,146227,2
1991,74,60053,1
1991,74,150659,2
1991,75,71019,1
1991,75,177005,2
1991,76,85579,1
1991,76,236197,2
1991,77,76807,1
1991,77,197261,2
1991,78,77666,1
1991,78,223593,2
1991,79,62137,1
1991,79,173689,2
1992,0,323446,1
1992,0,306206,2
1992,1,334189,1
1992,1,317853,2
1992,2,353785,1
1992,2,336926,2
1992,3,381403,1
1992,3,363292,2
1992,4,382792,1
1992,4,365966,2
1992,5,401783,1
1992,5,386492,2
1992,6,390194,1
1992,6,376972,2
1992,7,401494,1
1992,7,385380,2
1992,8,408323,1
1992,8,393959,2
1992,9,377838,1
1992,9,362668,2
1992,10,364622,1
1992,10,352761,2
1992,11,376444,1
1992,11,362966,2
1992,12,366726,1
1992,12,353449,2
1992,13,364807,1
1992,13,353629,2
1992,14,357491,1
1992,14,347551,2
1992,15,374181,1
1992,15,365206,2
1992,16,369112,1
1992,16,361197,2
1992,17,367363,1
1992,17,359998,2
1992,18,368554,1
1992,18,357441,2
1992,19,377177,1
1992,19,370050,2
1992,20,366423,1
1992,20,353665,2
1992,21,349032,1
1992,21,345047,2
1992,22,327609,1
1992,22,321929,2
1992,23,328258,1
1992,23,330376,2
1992,24,334025,1
1992,24,328389,2
1992,25,339005,1
1992,25,337935,2
1992,26,332130,1
1992,26,334073,2
1992,27,351417,1
1992,27,353376,2
1992,28,373653,1
1992,28,379356,2
1992,29,385500,1
1992,29,393096,2
1992,30,394986,1
1992,30,402092,2
1992,31,411657,1
1992,31,418652,2
1992,32,400183,1
1992,32,412778,2
1992,33,395446,1
1992,33,407149,2
1992,34,388456,1
1992,34,400239,2
1992,35,380023,1
1992,35,395893,2
1992,36,362359,1
1992,36,378668,2
1992,37,373866,1
1992,37,392693,2
1992,38,346571,1
1992,38,366357,2
1992,39,365599,1
1992,39,385950,2
1992,40,361097,1
1992,40,380153,2
1992,41,358791,1
1992,41,382769,2
1992,42,376598,1
1992,42,406294,2
1992,43,316296,1
1992,43,343736,2
1992,44,283821,1
1992,44,310586,2
1992,45,270898,1
1992,45,301790,2
1992,46,177521,1
1992,46,201717,2
1992,47,211414,1
1992,47,240828,2
1992,48,190735,1
1992,48,218674,2
1992,49,249195,1
1992,49,288270,2
1992,50,322887,1
1992,50,374041,2
1992,51,335262,1
1992,51,391603,2
1992,52,366494,1
1992,52,438301,2
1992,53,389437,1
1992,53,468282,2
1992,54,411817,1
1992,54,484357,2
1992,55,333977,1
1992,55,396204,2
1992,56,287236,1
1992,56,335125,2
1992,57,219356,1
1992,57,255931,2
1992,58,189212,1
1992,58,230564,2
1992,59,235274,1
1992,59,303124,2
1992,60,249199,1
1992,60,315467,2
1992,61,283333,1
1992,61,375918,2
1992,62,276023,1
1992,62,373128,2
1992,63,283544,1
1992,63,398838,2
1992,64,263811,1
1992,64,375550,2
1992,65,226511,1
1992,65,377590,2
1992,66,197956,1
1992,66,359213,2
1992,67,178090,1
1992,67,353847,2
1992,68,151766,1
1992,68,311860,2
1992,69,126084,1
1992,69,286628,2
1992,70,112974,1
1992,70,244720,2
1992,71,92072,1
1992,71,206069,2
1992,72,89214,1
1992,72,211005,2
1992,73,79054,1
1992,73,180936,2
1992,74,55534,1
1992,74,138758,2
1992,75,55279,1
1992,75,143086,2
1992,76,64846,1
1992,76,167408,2
1992,77,77748,1
1992,77,222325,2
1992,78,69284,1
1992,78,184061,2
1992,79,69543,1
1992,79,207501,2
1993,0,304090,1
1993,0,289309,2
1993,1,324756,1
1993,1,307991,2
1993,2,337063,1
1993,2,320814,2
1993,3,356329,1
1993,3,339812,2
1993,4,383551,1
1993,4,365980,2
1993,5,386321,1
1993,5,369634,2
1993,6,405467,1
1993,6,390279,2
1993,7,393759,1
1993,7,380530,2
1993,8,404708,1
1993,8,389006,2
1993,9,411584,1
1993,9,397189,2
1993,10,380618,1
1993,10,365332,2
1993,11,367179,1
1993,11,355482,2
1993,12,378614,1
1993,12,365521,2
1993,13,367904,1
1993,13,355224,2
1993,14,365882,1
1993,14,355517,2
1993,15,358845,1
1993,15,350736,2
1993,16,374833,1
1993,16,367608,2
1993,17,367295,1
1993,17,366294,2
1993,18,365774,1
1993,18,362271,2
1993,19,366005,1
1993,19,356784,2
1993,20,378656,1
1993,20,369548,2
1993,21,369513,1
1993,21,354731,2
1993,22,351533,1
1993,22,344673,2
1993,23,329051,1
1993,23,322407,2
1993,24,330246,1
1993,24,331868,2
1993,25,335118,1
1993,25,330453,2
1993,26,340457,1
1993,26,340440,2
1993,27,334105,1
1993,27,336926,2
1993,28,352901,1
1993,28,356339,2
1993,29,375046,1
1993,29,382508,2
1993,30,387204,1
1993,30,396821,2
1993,31,396771,1
1993,31,405776,2
1993,32,413373,1
1993,32,422398,2
1993,33,401164,1
1993,33,415598,2
1993,34,396591,1
1993,34,410205,2
1993,35,388837,1
1993,35,402646,2
1993,36,380642,1
1993,36,398637,2
1993,37,362400,1
1993,37,380663,2
1993,38,373992,1
1993,38,394754,2
1993,39,346088,1
1993,39,367953,2
1993,40,364696,1
1993,40,387656,2
1993,41,360671,1
1993,41,382215,2
1993,42,358210,1
1993,42,384295,2
1993,43,375227,1
1993,43,407537,2
1993,44,314898,1
1993,44,344436,2
1993,45,282510,1
1993,45,311054,2
1993,46,269846,1
1993,46,302404,2
1993,47,176357,1
1993,47,202032,2
1993,48,209575,1
1993,48,240586,2
1993,49,188784,1
1993,49,218277,2
1993,50,246537,1
1993,50,287906,2
1993,51,319573,1
1993,51,374031,2
1993,52,331475,1
1993,52,391443,2
1993,53,361419,1
1993,53,437339,2
1993,54,383329,1
1993,54,466550,2
1993,55,405061,1
1993,55,482534,2
1993,56,328283,1
1993,56,394410,2
1993,57,281700,1
1993,57,333335,2
1993,58,214753,1
1993,58,254111,2
1993,59,184723,1
1993,59,228070,2
1993,60,229156,1
1993,60,299757,2
1993,61,242428,1
1993,61,311696,2
1993,62,275883,1
1993,62,372345,2
1993,63,266672,1
1993,63,367469,2
1993,64,273448,1
1993,64,392463,2
1993,65,253711,1
1993,65,368766,2
1993,66,217365,1
1993,66,370156,2
1993,67,188832,1
1993,67,351539,2
1993,68,169545,1
1993,68,344906,2
1993,69,143809,1
1993,69,303075,2
1993,70,119165,1
1993,70,277678,2
1993,71,106334,1
1993,71,236840,2
1993,72,86341,1
1993,72,198123,2
1993,73,82953,1
1993,73,201636,2
1993,74,73529,1
1993,74,173909,2
1993,75,51188,1
1993,75,131008,2
1993,76,50586,1
1993,76,134712,2
1993,77,58893,1
1993,77,156912,2
1993,78,70005,1
1993,78,206922,2
1993,79,61787,1
1993,79,170097,2
1994,0,285432,1
1994,0,271320,2
1994,1,303171,1
1994,1,288476,2
1994,2,324720,1
1994,2,308220,2
1994,3,337636,1
1994,3,321312,2
1994,4,356740,1
1994,4,340226,2
1994,5,383504,1
1994,5,365947,2
1994,6,387518,1
1994,6,370667,2
1994,7,407022,1
1994,7,391539,2
1994,8,395274,1
1994,8,381709,2
1994,9,406042,1
1994,9,390219,2
1994,10,413040,1
1994,10,398116,2
1994,11,381542,1
1994,11,365915,2
1994,12,368044,1
1994,12,356304,2
1994,13,379275,1
1994,13,366153,2
1994,14,367537,1
1994,14,355060,2
1994,15,365995,1
1994,15,356128,2
1994,16,358077,1
1994,16,350530,2
1994,17,372915,1
1994,17,365725,2
1994,18,365643,1
1994,18,364649,2
1994,19,363223,1
1994,19,359763,2
1994,20,364647,1
1994,20,354307,2
1994,21,376790,1
1994,21,366861,2
1994,22,365740,1
1994,22,352686,2
1994,23,349496,1
1994,23,343939,2
1994,24,326750,1
1994,24,322201,2
1994,25,328226,1
1994,25,331402,2
1994,26,332717,1
1994,26,330192,2
1994,27,338847,1
1994,27,340503,2
1994,28,333120,1
1994,28,337397,2
1994,29,351654,1
1994,29,356848,2
1994,30,374038,1
1994,30,382963,2
1994,31,385887,1
1994,31,397323,2
1994,32,395856,1
1994,32,406593,2
1994,33,412473,1
1994,33,423441,2
1994,34,399429,1
1994,34,415760,2
1994,35,395269,1
1994,35,410803,2
1994,36,386591,1
1994,36,402624,2
1994,37,379013,1
1994,37,399060,2
1994,38,360446,1
1994,38,380590,2
1994,39,371649,1
1994,39,394690,2
1994,40,343347,1
1994,40,367480,2
1994,41,361623,1
1994,41,387091,2
1994,42,357961,1
1994,42,382236,2
1994,43,355318,1
1994,43,384000,2
1994,44,371822,1
1994,44,406697,2
1994,45,311344,1
1994,45,343329,2
1994,46,279184,1
1994,46,310159,2
1994,47,266421,1
1994,47,301662,2
1994,48,173973,1
1994,48,201549,2
1994,49,206497,1
1994,49,239632,2
1994,50,185685,1
1994,50,217315,2
1994,51,242379,1
1994,51,286557,2
1994,52,314173,1
1994,52,372712,2
1994,53,325828,1
1994,53,389889,2
1994,54,354404,1
1994,54,435027,2
1994,55,375446,1
1994,55,463545,2
1994,56,396494,1
1994,56,479300,2
1994,57,320752,1
1994,57,391222,2
1994,58,274551,1
1994,58,330451,2
1994,59,208923,1
1994,59,251561,2
1994,60,179135,1
1994,60,225036,2
1994,61,222058,1
1994,61,295789,2
1994,62,234379,1
1994,62,307126,2
1994,63,267080,1
1994,63,368097,2
1994,64,255929,1
1994,64,360725,2
1994,65,261679,1
1994,65,384930,2
1994,66,242007,1
1994,66,361153,2
1994,67,206723,1
1994,67,361355,2
1994,68,179104,1
1994,68,342626,2
1994,69,160018,1
1994,69,334709,2
1994,70,135180,1
1994,70,293419,2
1994,71,111461,1
1994,71,267749,2
1994,72,99135,1
1994,72,227900,2
1994,73,80116,1
1994,73,189488,2
1994,74,76297,1
1994,74,191200,2
1994,75,67256,1
1994,75,165732,2
1994,76,46401,1
1994,76,122656,2
1994,77,45627,1
1994,77,125665,2
1994,78,52558,1
1994,78,145292,2
1994,79,61874,1
1994,79,190419,2
1995,0,264999,1
1995,0,250881,2
1995,1,282728,1
1995,1,269050,2
1995,2,301325,1
1995,2,286640,2
1995,3,322937,1
1995,3,306621,2
1995,4,336324,1
1995,4,320094,2
1995,5,355133,1
1995,5,338489,2
1995,6,381270,1
1995,6,363951,2
1995,7,386555,1
1995,7,369783,2
1995,8,406583,1
1995,8,390814,2
1995,9,394892,1
1995,9,381012,2
1995,10,405590,1
1995,10,389577,2
1995,11,412724,1
1995,11,397363,2
1995,12,380977,1
1995,12,364926,2
1995,13,367630,1
1995,13,355837,2
1995,14,378468,1
1995,14,365485,2
1995,15,365790,1
1995,15,353928,2
1995,16,364008,1
1995,16,354636,2
1995,17,353787,1
1995,17,347275,2
1995,18,370531,1
1995,18,363613,2
1995,19,363353,1
1995,19,361573,2
1995,20,361515,1
1995,20,356396,2
1995,21,361085,1
1995,21,350406,2
1995,22,371466,1
1995,22,361746,2
1995,23,361073,1
1995,23,349189,2
1995,24,346558,1
1995,24,341636,2
1995,25,323306,1
1995,25,320005,2
1995,26,325299,1
1995,26,329028,2
1995,27,328780,1
1995,27,327839,2
1995,28,335324,1
1995,28,338452,2
1995,29,330000,1
1995,29,335578,2
1995,30,348135,1
1995,30,354842,2
1995,31,370585,1
1995,31,381030,2
1995,32,381967,1
1995,32,395382,2
1995,33,392688,1
1995,33,405244,2
1995,34,409141,1
1995,34,422063,2
1995,35,395438,1
1995,35,413698,2
1995,36,391605,1
1995,36,409367,2
1995,37,382141,1
1995,37,400655,2
1995,38,375108,1
1995,38,397657,2
1995,39,356211,1
1995,39,378760,2
1995,40,366985,1
1995,40,392701,2
1995,41,338793,1
1995,41,365359,2
1995,42,356515,1
1995,42,384802,2
1995,43,353204,1
1995,43,380596,2
1995,44,350558,1
1995,44,382193,2
1995,45,366059,1
1995,45,404425,2
1995,46,306386,1
1995,46,341017,2
1995,47,274290,1
1995,47,307905,2
1995,48,261590,1
1995,48,299820,2
1995,49,170755,1
1995,49,200335,2
1995,50,202355,1
1995,50,237874,2
1995,51,182015,1
1995,51,215933,2
1995,52,237245,1
1995,52,284336,2
1995,53,307444,1
1995,53,370264,2
1995,54,318699,1
1995,54,387022,2
1995,55,345932,1
1995,55,431039,2
1995,56,366257,1
1995,56,458768,2
1995,57,385897,1
1995,57,474187,2
1995,58,311679,1
1995,58,386677,2
1995,59,266392,1
1995,59,326221,2
1995,60,201835,1
1995,60,248014,2
1995,61,172572,1
1995,61,221408,2
1995,62,213872,1
1995,62,290765,2
1995,63,225427,1
1995,63,301594,2
1995,64,257201,1
1995,64,362546,2
1995,65,244176,1
1995,65,352670,2
1995,66,249257,1
1995,66,375850,2
1995,67,229704,1
1995,67,352061,2
1995,68,195001,1
1995,68,351172,2
1995,69,168800,1
1995,69,332133,2
1995,70,149839,1
1995,70,322754,2
1995,71,126176,1
1995,71,282282,2
1995,72,103450,1
1995,72,256215,2
1995,73,91806,1
1995,73,217843,2
1995,74,73765,1
1995,74,179803,2
1995,75,69499,1
1995,75,179504,2
1995,76,61195,1
1995,76,156439,2
1995,77,41808,1
1995,77,113371,2
1995,78,40625,1
1995,78,115971,2
1995,79,46474,1
1995,79,132742,2
1996,0,250479,1
1996,0,236676,2
1996,1,263180,1
1996,1,249512,2
1996,2,281100,1
1996,2,267414,2
1996,3,299949,1
1996,3,285344,2
1996,4,321683,1
1996,4,305396,2
1996,5,335594,1
1996,5,319309,2
1996,6,353807,1
1996,6,337163,2
1996,7,379412,1
1996,7,362256,2
1996,8,385840,1
1996,8,368925,2
1996,9,406427,1
1996,9,390389,2
1996,10,394652,1
1996,10,380500,2
1996,11,405397,1
1996,11,389242,2
1996,12,412510,1
1996,12,396778,2
1996,13,380570,1
1996,13,364009,2
1996,14,367145,1
1996,14,355330,2
1996,15,377661,1
1996,15,364968,2
1996,16,363860,1
1996,16,352346,2
1996,17,360430,1
1996,17,351477,2
1996,18,352000,1
1996,18,345168,2
1996,19,368454,1
1996,19,361534,2
1996,20,362455,1
1996,20,359317,2
1996,21,359047,1
1996,21,353446,2
1996,22,356200,1
1996,22,346177,2
1996,23,366709,1
1996,23,358266,2
1996,24,357901,1
1996,24,347047,2
1996,25,344876,1
1996,25,340401,2
1996,26,320834,1
1996,26,318542,2
1996,27,323321,1
1996,27,327110,2
1996,28,325520,1
1996,28,326103,2
1996,29,332680,1
1996,29,336787,2
1996,30,327518,1
1996,30,334323,2
1996,31,345120,1
1996,31,353296,2
1996,32,367531,1
1996,32,379417,2
1996,33,378667,1
1996,33,393604,2
1996,34,389681,1
1996,34,404158,2
1996,35,405822,1
1996,35,420780,2
1996,36,391428,1
1996,36,411739,2
1996,37,387957,1
1996,37,407895,2
1996,38,377833,1
1996,38,398588,2
1996,39,371267,1
1996,39,396033,2
1996,40,351739,1
1996,40,376835,2
1996,41,362150,1
1996,41,390820,2
1996,42,333872,1
1996,42,363236,2
1996,43,351230,1
1996,43,382520,2
1996,44,348165,1
1996,44,378898,2
1996,45,345154,1
1996,45,380194,2
1996,46,360270,1
1996,46,401970,2
1996,47,301201,1
1996,47,338513,2
1996,48,269204,1
1996,48,305508,2
1996,49,256544,1
1996,49,297798,2
1996,50,166947,1
1996,50,198840,2
1996,51,197974,1
1996,51,236160,2
1996,52,177897,1
1996,52,214184,2
1996,53,231583,1
1996,53,281956,2
1996,54,300051,1
1996,54,367402,2
1996,55,310641,1
1996,55,383745,2
1996,56,336827,1
1996,56,426999,2
1996,57,355797,1
1996,57,453658,2
1996,58,374633,1
1996,58,468527,2
1996,59,302140,1
1996,59,381818,2
1996,60,257036,1
1996,60,321703,2
1996,61,194562,1
1996,61,244322,2
1996,62,165776,1
1996,62,217421,2
1996,63,205052,1
1996,63,285364,2
1996,64,215510,1
1996,64,295504,2
1996,65,246428,1
1996,65,356327,2
1996,66,231857,1
1996,66,344131,2
1996,67,236227,1
1996,67,366263,2
1996,68,216780,1
1996,68,342638,2
1996,69,183382,1
1996,69,340425,2
1996,70,158068,1
1996,70,320928,2
1996,71,139584,1
1996,71,310284,2
1996,72,116814,1
1996,72,270418,2
1996,73,95456,1
1996,73,244294,2
1996,74,84494,1
1996,74,207160,2
1996,75,67286,1
1996,75,169757,2
1996,76,62828,1
1996,76,167799,2
1996,77,55120,1
1996,77,146920,2
1996,78,37072,1
1996,78,103992,2
1996,79,35788,1
1996,79,105970,2
1997,0,238069,1
1997,0,223722,2
1997,1,249187,1
1997,1,235812,2
1997,2,261996,1
1997,2,248321,2
1997,3,279237,1
1997,3,265608,2
1997,4,298517,1
1997,4,283960,2
1997,5,320106,1
1997,5,304016,2
1997,6,334347,1
1997,6,318052,2
1997,7,352098,1
1997,7,335640,2
1997,8,377330,1
1997,8,360063,2
1997,9,384894,1
1997,9,367810,2
1997,10,405921,1
1997,10,389593,2
1997,11,394136,1
1997,11,379739,2
1997,12,404820,1
1997,12,388483,2
1997,13,412112,1
1997,13,396023,2
1997,14,379873,1
1997,14,362874,2
1997,15,366407,1
1997,15,354636,2
1997,16,376428,1
1997,16,363989,2
1997,17,360852,1
1997,17,349730,2
1997,18,359320,1
1997,18,349844,2
1997,19,349945,1
1997,19,342511,2
1997,20,367624,1
1997,20,359133,2
1997,21,360415,1
1997,21,356512,2
1997,22,354868,1
1997,22,349225,2
1997,23,351351,1
1997,23,342443,2
1997,24,361829,1
1997,24,354659,2
1997,25,353853,1
1997,25,344898,2
1997,26,342434,1
1997,26,338975,2
1997,27,317662,1
1997,27,316833,2
1997,28,320799,1
1997,28,325092,2
1997,29,321728,1
1997,29,323808,2
1997,30,329313,1
1997,30,334698,2
1997,31,324398,1
1997,31,332722,2
1997,32,341593,1
1997,32,351500,2
1997,33,363853,1
1997,33,377541,2
1997,34,374596,1
1997,34,391244,2
1997,35,386046,1
1997,35,402586,2
1997,36,401932,1
1997,36,419094,2
1997,37,387130,1
1997,37,409420,2
1997,38,383647,1
1997,38,406001,2
1997,39,372784,1
1997,39,396131,2
1997,40,366600,1
1997,40,394175,2
1997,41,346904,1
1997,41,374585,2
1997,42,357193,1
1997,42,388550,2
1997,43,328697,1
1997,43,360718,2
1997,44,345604,1
1997,44,379875,2
1997,45,342597,1
1997,45,376774,2
1997,46,339726,1
1997,46,377827,2
1997,47,354059,1
1997,47,399210,2
1997,48,295479,1
1997,48,335628,2
1997,49,263790,1
1997,49,302902,2
1997,50,250661,1
1997,50,295428,2
1997,51,163297,1
1997,51,197352,2
1997,52,193327,1
1997,52,234231,2
1997,53,173589,1
